Weight (kg),Activity Level (steps),Heart Rate (bpm),Calorie Burn,Temperature (C),Food Intake (calories),Water Intake (ml),Breathing Rate (breaths/min),Barking Frequency,Behaviour Pattern
7.4105,0,110,2,25.8,0,0,15,None,Sleeping
7.4105,0,112,3,24.5,0,0,20,None,Sleeping
7.4105,0,109,3,25.5,0,0,16,None,Sleeping
7.4105,0,107,2,25.5,0,0,17,None,Sleeping
7.4105,0,103,1,25.5,0,0,16,None,Sleeping
7.4105,0,103,1,24.5,0,0,20,None,Sleeping
7.4105,0,107,3,24.9,0,0,17,None,Sleeping
7.4105,0,107,2,24.8,0,0,20,None,Sleeping
7.4105,244,107,10.2,25.7,111,83.9,22,None,Eating
7.4105,1255,116,38.2,34.3,0,0,33,High,Walking
7.4105,442,110,14.1,25.4,0,55.1,19,Low,Normal
7.4105,307,110,11.1,26.7,0,13.6,23,None,Normal
7.4105,0,107,2,24.6,0,0,16,None,Sleeping
7.4105,371,113,13,27.8,0,21.4,20,Low,Normal
7.4105,353,105,11.5,26.8,0,63.6,24,None,Normal
7.4105,0,110,3,26.8,0,0,19,None,Sleeping
7.4105,155,106,6.6,27.2,120.9,52.9,20,None,Eating
7.4105,480,109,16.2,26.3,0,39.6,20,Low,Normal
7.4105,1325,119,40.3,31,0,0,28,Low,Playing
7.4105,2759,129,82.8,33,0,0,35,Medium,Walking
7.4105,0,111,1,25.6,0,0,15,None,Sleeping
7.4105,0,106,2,25.1,0,0,18,None,Sleeping
7.4105,0,109,3,26,0,0,19,None,Sleeping
7.4051,0,107,3,24.6,0,0,16,None,Sleeping
7.4051,0,112,2,25.1,0,0,20,None,Sleeping
7.4051,0,110,1,25,0,0,16,None,Sleeping
7.4051,0,109,3,27.3,0,0,17,None,Sleeping
7.4051,0,102,1,26.6,0,0,18,None,Sleeping
7.4051,0,103,1,24.6,0,0,17,None,Sleeping
7.4051,0,110,2,27.2,0,0,17,None,Sleeping
7.4051,0,110,2,25.2,0,0,20,None,Sleeping
7.4051,0,106,2,26.1,0,0,16,None,Sleeping
7.4051,165,113,6.9,26.6,104.2,152.4,22,None,Eating
7.4051,2018,126,61.8,32.8,0,0,36,Low,Walking
7.4051,199,104,8.9,28.1,0,11.5,26,None,Normal
7.4051,0,105,3,26,0,0,16,None,Sleeping
7.4051,0,109,2,24.8,0,0,16,None,Sleeping
7.4051,439,113,14,27.3,0,45.9,19,Low,Normal
7.4051,472,110,17,27.1,0,49.2,22,Low,Normal
7.4051,183,115,6.4,25.5,162.8,140.7,22,None,Eating
7.4051,352,115,13.4,29.5,0,5.6,23,None,Normal
7.4051,535,106,17.8,28,0,56.5,19,None,Normal
7.4051,1698,121,51.3,32.7,0,0,31,Medium,Walking
7.4051,294,108,10.7,26.7,0,6.1,25,Low,Normal
7.4051,0,106,1,24.7,0,0,20,None,Sleeping
7.4051,0,109,1,26.1,0,0,18,None,Sleeping
7.4051,0,105,1,25.5,0,0,18,None,Sleeping
7.4095,0,110,2,26.7,0,0,20,None,Sleeping
7.4095,0,105,1,25,0,0,20,None,Sleeping
7.4095,0,104,3,26.1,0,0,19,None,Sleeping
7.4095,0,101,3,25.9,0,0,20,None,Sleeping
7.4095,0,111,3,27.2,0,0,20,None,Sleeping
7.4095,0,111,1,27,0,0,17,None,Sleeping
7.4095,0,106,2,27.2,0,0,17,None,Sleeping
7.4095,0,108,1,24.5,0,0,19,None,Sleeping
7.4095,0,103,1,25.6,0,0,16,None,Sleeping
7.4095,280,109,9.3,27.5,208.1,44.4,22,None,Eating
7.4095,1751,124,54.9,32.3,0,0,35,None,Walking
7.4095,244,109,9.2,25.2,0,57.3,27,Low,Normal
7.4095,0,107,3,27.4,0,0,19,None,Sleeping
7.4095,416,105,15.3,26.4,0,52.4,24,Low,Normal
7.4095,1477,119,45.8,28.6,0,0,25,Low,Playing
7.4095,256,107,9.6,25.6,0,60.6,24,Low,Normal
7.4095,240,111,9.1,25,196.9,163.5,27,None,Eating
7.4095,227,112,8.7,28.8,0,3.1,21,Low,Normal
7.4095,328,107,10.7,27.1,0,14.8,20,Low,Normal
7.4095,332,111,10.8,28.2,0,3.7,23,Low,Normal
7.4095,805,116,24.9,29.9,0,0,36,High,Walking
7.4095,406,116,15,26,0,29.7,20,None,Normal
7.4095,0,109,1,26.6,0,0,20,None,Sleeping
7.4095,0,110,3,27.3,0,0,15,None,Sleeping
7.43,0,107,2,25.5,0,0,20,None,Sleeping
7.43,0,103,1,25,0,0,17,None,Sleeping
7.43,0,111,3,25.5,0,0,17,None,Sleeping
7.43,0,103,1,26.4,0,0,18,None,Sleeping
7.43,0,109,2,25.4,0,0,17,None,Sleeping
7.43,0,103,3,27,0,0,19,None,Sleeping
7.43,0,104,2,25.2,0,0,20,None,Sleeping
7.43,0,111,1,26.1,0,0,18,None,Sleeping
7.43,114,105,5.4,27.5,109.8,97.4,23,None,Eating
7.43,1464,138,44.5,35.5,0,0,37,Medium,Walking
7.43,439,112,15,27.2,0,9.4,24,Low,Normal
7.43,186,114,7.5,29.3,0,13.8,25,Low,Normal
7.43,313,107,12.3,28.1,0,57.7,24,None,Normal
7.43,911,119,28.1,31.8,0,0,33,Low,Playing
7.43,0,111,3,27,0,0,20,None,Sleeping
7.43,442,102,14.1,27.4,0,4.3,21,Low,Normal
7.43,125,111,5.7,26.8,150.1,47.4,18,None,Eating
7.43,0,111,1,25.3,0,0,15,None,Sleeping
7.43,0,104,3,26.2,0,0,18,None,Sleeping
7.43,2508,122,75.5,31.6,0,0,27,None,Walking
7.43,496,111,15.7,27.9,0,57.3,24,None,Normal
7.43,798,134,26.7,28.5,0,0,25,Medium,Playing
7.43,0,108,3,25.1,0,0,19,None,Sleeping
7.43,0,104,3,26.9,0,0,16,None,Sleeping
7.4276,0,109,2,25.5,0,0,16,None,Sleeping
7.4276,0,101,1,26,0,0,19,None,Sleeping
7.4276,0,108,3,24.8,0,0,15,None,Sleeping
7.4276,0,108,2,24.5,0,0,17,None,Sleeping
7.4276,0,111,2,25.2,0,0,20,None,Sleeping
7.4276,0,105,1,24.8,0,0,20,None,Sleeping
7.4276,0,110,3,26.1,0,0,16,None,Sleeping
7.4276,0,108,2,26.7,0,0,18,None,Sleeping
7.4276,0,109,1,26.3,0,0,18,None,Sleeping
7.4276,217,117,7.4,27,172.8,56.5,17,None,Eating
7.4276,3129,117,96,34.2,0,0,38,None,Walking
7.4276,0,111,2,24.6,0,0,16,None,Sleeping
7.4276,484,115,16.4,28.9,0,49.8,22,Low,Normal
7.4276,0,104,2,25.2,0,0,19,None,Sleeping
7.4276,360,107,12.7,26,0,19.2,26,Low,Normal
7.4276,1110,127,34,28.3,0,0,32,High,Playing
7.4276,385,108,12.4,26.5,0,39,19,None,Normal
7.4276,209,105,9.2,27.4,178,147.4,26,None,Eating
7.4276,0,106,2,24.9,0,0,17,None,Sleeping
7.4276,351,113,13.4,24.9,0,50.4,21,Low,Normal
7.4276,2940,112,88.3,33.1,0,0,29,Low,Walking
7.4276,1341,123,41.8,32,0,0,26,Medium,Playing
7.4276,0,111,1,25.1,0,0,19,None,Sleeping
7.4276,0,107,1,25.7,0,0,15,None,Sleeping
7.4268,0,108,1,25.2,0,0,18,None,Sleeping
7.4268,0,101,2,24.8,0,0,18,None,Sleeping
7.4268,0,112,1,26.8,0,0,16,None,Sleeping
7.4268,0,108,2,25.4,0,0,17,None,Sleeping
7.4268,0,104,1,25,0,0,19,None,Sleeping
7.4268,0,106,3,25.6,0,0,16,None,Sleeping
7.4268,0,105,3,26.5,0,0,18,None,Sleeping
7.4268,0,104,1,25.5,0,0,18,None,Sleeping
7.4268,0,103,3,25.9,0,0,17,None,Sleeping
7.4268,0,105,2,24.8,0,0,16,None,Sleeping
7.4268,0,107,3,27.4,0,0,16,None,Sleeping
7.4268,1475,117,46.8,35,0,0,32,High,Walking
7.4268,412,108,15.2,28.7,0,7.6,17,None,Normal
7.4268,282,105,11.4,29,158.4,114.2,21,None,Eating
7.4268,422,113,15.5,27.2,0,56.9,23,Low,Normal
7.4268,2935,131,90.2,35.4,0,0,31,None,Walking
7.4268,1635,115,51.6,32.4,0,0,33,Medium,Walking
7.4268,1846,130,55.8,32.2,0,0,34,Medium,Walking
7.4268,374,105,13.1,28.2,0,4.1,20,Low,Normal
7.4268,285,111,9.5,28.7,0,63.6,22,None,Normal
7.4268,109,106,4.2,24.8,199.2,151.6,28,None,Eating
7.4268,0,109,1,25.3,0,0,18,None,Sleeping
7.4268,379,116,12.3,28.7,0,56.6,21,None,Normal
7.4268,0,109,3,24.9,0,0,20,None,Sleeping
7.4276,0,102,2,25.1,0,0,19,None,Sleeping
7.4276,0,112,1,27.3,0,0,19,None,Sleeping
7.4276,0,107,3,26,0,0,19,None,Sleeping
7.4276,0,104,2,25.4,0,0,19,None,Sleeping
7.4276,0,106,2,27.1,0,0,15,None,Sleeping
7.4276,0,105,3,27.3,0,0,20,None,Sleeping
7.4276,0,103,3,27.3,0,0,19,None,Sleeping
7.4276,0,101,2,24.7,0,0,16,None,Sleeping
7.4276,0,108,3,26.5,0,0,20,None,Sleeping
7.4276,0,105,2,25.8,0,0,18,None,Sleeping
7.4276,0,104,3,26.6,0,0,19,None,Sleeping
7.4276,2098,136,64.3,29.9,0,0,33,None,Walking
7.4276,410,105,15.2,26.4,0,17,22,None,Normal
7.4276,344,106,11.2,26.5,175.6,89.2,19,None,Eating
7.4276,1409,116,43.9,30.8,0,0,37,Low,Playing
7.4276,2532,116,77.2,31.4,0,0,31,Medium,Walking
7.4276,826,130,26.5,31,0,0,36,Medium,Walking
7.4276,2017,131,60.9,32,0,0,31,High,Walking
7.4276,0,105,3,26.4,0,0,15,None,Sleeping
7.4276,0,110,1,25.9,0,0,15,None,Sleeping
7.4276,291,108,10.6,25.3,189.4,81.8,25,None,Eating
7.4276,357,110,13.6,27.1,0,46.6,24,None,Normal
7.4276,411,108,15.2,26.1,0,63,17,Low,Normal
7.4276,0,111,2,25.7,0,0,19,None,Sleeping
7.4269,0,111,2,24.9,0,0,19,None,Sleeping
7.4269,0,111,3,24.8,0,0,19,None,Sleeping
7.4269,0,109,3,24.7,0,0,15,None,Sleeping
7.4269,0,104,1,25.5,0,0,20,None,Sleeping
7.4269,0,104,2,24.9,0,0,17,None,Sleeping
7.4269,0,111,1,25.5,0,0,18,None,Sleeping
7.4269,0,112,1,27.2,0,0,18,None,Sleeping
7.4269,0,107,2,26.2,0,0,16,None,Sleeping
7.4269,275,105,9.2,27.4,138.8,128.3,18,None,Eating
7.4269,1610,114,48.8,29.8,0,0,37,None,Walking
7.4269,281,105,10.3,26.7,0,7,19,None,Normal
7.4269,344,108,13.2,28.5,0,50.9,20,None,Normal
7.4269,226,112,9.7,26.8,0,54.7,22,Low,Normal
7.4269,0,109,1,26.4,0,0,20,None,Sleeping
7.4269,189,104,6.6,26.5,0,55.8,18,Low,Normal
7.4269,317,111,11.4,26.9,0,2.1,20,Low,Normal
7.4269,325,117,11.7,28,0,6.5,24,Low,Normal
7.4269,253,113,8.5,28.4,194.3,144.4,22,None,Eating
7.4269,411,115,14.2,28.6,0,50.7,20,Low,Normal
7.4269,1131,140,35.6,32.3,0,0,30,High,Walking
7.4269,541,110,17.1,26.4,0,13.2,22,Low,Normal
7.4269,425,105,14.6,26.6,0,43.4,23,Low,Normal
7.4269,0,102,2,24.6,0,0,18,None,Sleeping
7.4269,0,111,1,24.8,0,0,19,None,Sleeping
7.4403,0,104,3,26.5,0,0,15,None,Sleeping
7.4403,0,106,3,25.8,0,0,18,None,Sleeping
7.4403,0,104,1,26.6,0,0,17,None,Sleeping
7.4403,0,110,3,26.3,0,0,20,None,Sleeping
7.4403,0,109,2,25.9,0,0,16,None,Sleeping
7.4403,0,104,2,25.9,0,0,18,None,Sleeping
7.4403,0,107,3,24.7,0,0,17,None,Sleeping
7.4403,0,105,1,26.8,0,0,15,None,Sleeping
7.4403,194,106,8.8,26.7,113.6,59.8,19,None,Eating
7.4403,1818,130,57.1,34.2,0,0,24,Low,Walking
7.4403,0,111,2,27.2,0,0,20,None,Sleeping
7.4403,367,111,13.9,28.9,0,51,18,Low,Normal
7.4403,847,127,28.2,28.5,0,0,28,Medium,Playing
7.4403,0,108,3,25.4,0,0,15,None,Sleeping
7.4403,0,107,3,27.3,0,0,17,None,Sleeping
7.4403,404,115,13,24.7,0,58.1,25,None,Normal
7.4403,404,111,15,26.2,0,38.5,25,None,Normal
7.4403,187,110,7.6,25.7,181.9,158,23,None,Eating
7.4403,324,107,11.6,24.8,0,39.1,20,None,Normal
7.4403,338,104,11.1,25.1,0,51.4,20,None,Normal
7.4403,825,119,25.6,31.5,0,0,23,Low,Walking
7.4403,1275,120,38.9,30.2,0,0,29,Low,Playing
7.4403,0,107,2,24.9,0,0,20,None,Sleeping
7.4403,0,110,1,25.6,0,0,19,None,Sleeping
7.4449,0,107,2,26.3,0,0,19,None,Sleeping
7.4449,0,108,1,25.2,0,0,17,None,Sleeping
7.4449,0,113,3,25.5,0,0,18,None,Sleeping
7.4449,0,101,2,24.9,0,0,19,None,Sleeping
7.4449,0,102,1,27.5,0,0,20,None,Sleeping
7.4449,0,107,3,25.1,0,0,17,None,Sleeping
7.4449,0,108,1,26.3,0,0,17,None,Sleeping
7.4449,0,109,2,26.9,0,0,15,None,Sleeping
7.4449,159,108,6.7,26.4,163.6,77.4,21,None,Eating
7.4449,2157,112,66.2,34.2,0,0,28,Medium,Walking
7.4449,345,107,13.3,27.9,0,25.1,21,None,Normal
7.4449,578,112,20.2,27.4,0,57.9,17,Low,Normal
7.4449,333,111,12.9,27.7,0,10.8,20,None,Normal
7.4449,333,104,10.9,28.8,0,48.7,22,Low,Normal
7.4449,537,111,17,27.7,0,23.6,22,Low,Normal
7.4449,288,103,9.6,25.6,0,41.6,23,None,Normal
7.4449,438,115,16,27.4,0,8.5,24,None,Normal
7.4449,117,115,4.5,24.8,194.6,53.3,22,None,Eating
7.4449,1645,128,52,29.5,0,0,28,High,Playing
7.4449,0,104,3,25.5,0,0,16,None,Sleeping
7.4449,2991,114,91.1,30.2,0,0,30,None,Walking
7.4449,0,107,1,24.6,0,0,16,None,Sleeping
7.4449,0,108,1,25.1,0,0,15,None,Sleeping
7.4449,0,109,1,24.6,0,0,15,None,Sleeping
7.4471,0,109,2,24.5,0,0,18,None,Sleeping
7.4471,0,107,3,25.4,0,0,19,None,Sleeping
7.4471,0,106,2,25.6,0,0,19,None,Sleeping
7.4471,0,108,3,24.9,0,0,19,None,Sleeping
7.4471,0,113,3,24.6,0,0,19,None,Sleeping
7.4471,0,107,3,27,0,0,18,None,Sleeping
7.4471,0,105,2,24.9,0,0,17,None,Sleeping
7.4471,0,107,1,24.7,0,0,18,None,Sleeping
7.4471,0,104,3,24.6,0,0,16,None,Sleeping
7.4471,189,106,7.6,25.7,181.8,59,19,None,Eating
7.4471,2904,134,89.5,30.9,0,0,35,High,Walking
7.4471,361,111,12.8,27.8,0,65.9,24,None,Normal
7.4471,382,109,13.4,29.5,0,57.8,20,None,Normal
7.4471,462,108,15.8,26.1,0,27.1,26,None,Normal
7.4471,380,107,12.3,27,0,15.8,20,Low,Normal
7.4471,277,112,11.3,26.4,0,6.8,20,None,Normal
7.4471,207,115,9.2,27.6,154.2,133.2,25,None,Eating
7.4471,0,103,1,24.9,0,0,16,None,Sleeping
7.4471,169,111,7,26.7,0,19.4,22,None,Normal
7.4471,1748,131,54.1,30.4,0,0,31,Low,Walking
7.4471,864,124,28.7,29.8,0,0,29,Low,Playing
7.4471,0,107,2,24.5,0,0,20,None,Sleeping
7.4471,0,103,3,25.7,0,0,15,None,Sleeping
7.4471,0,107,1,26.9,0,0,19,None,Sleeping
7.453,0,110,2,26.6,0,0,19,None,Sleeping
7.453,0,107,2,25,0,0,17,None,Sleeping
7.453,0,109,3,25.2,0,0,15,None,Sleeping
7.453,0,103,1,25.1,0,0,19,None,Sleeping
7.453,0,104,2,26.8,0,0,20,None,Sleeping
7.453,0,113,1,25.1,0,0,18,None,Sleeping
7.453,0,101,3,24.7,0,0,15,None,Sleeping
7.453,0,108,2,24.8,0,0,15,None,Sleeping
7.453,237,108,10.1,27.2,206,74.2,22,None,Eating
7.453,2547,128,78.9,33.6,0,0,27,Low,Walking
7.453,300,116,9.9,27.5,0,40.4,27,None,Normal
7.453,578,102,20.2,27,0,61.6,27,Low,Normal
7.453,0,108,3,27.5,0,0,20,None,Sleeping
7.453,0,105,3,25.7,0,0,20,None,Sleeping
7.453,222,113,9.6,26.8,0,25.9,19,None,Normal
7.453,344,105,11.3,27.8,0,64.9,22,Low,Normal
7.453,224,115,7.7,27.2,128.4,102.4,21,None,Eating
7.453,210,108,9.3,24.8,0,64.2,22,Low,Normal
7.453,345,105,11.3,27.4,0,61,25,Low,Normal
7.453,2927,129,89.3,28.9,0,0,31,Low,Walking
7.453,0,101,2,26.2,0,0,19,None,Sleeping
7.453,0,106,3,27.1,0,0,15,None,Sleeping
7.453,0,109,2,26.9,0,0,18,None,Sleeping
7.453,0,105,1,27.4,0,0,18,None,Sleeping
7.4591,0,104,3,26.8,0,0,19,None,Sleeping
7.4591,0,106,1,25,0,0,18,None,Sleeping
7.4591,0,106,1,24.9,0,0,18,None,Sleeping
7.4591,0,102,1,24.6,0,0,19,None,Sleeping
7.4591,0,108,3,25.6,0,0,17,None,Sleeping
7.4591,0,105,2,25.1,0,0,16,None,Sleeping
7.4591,0,110,3,25.9,0,0,18,None,Sleeping
7.4591,0,111,3,25.6,0,0,15,None,Sleeping
7.4591,0,102,2,26.9,0,0,16,None,Sleeping
7.4591,1555,125,47.4,29.5,0,0,26,Medium,Walking
7.4591,401,107,13,25.8,0,0.3,25,Low,Normal
7.4591,146,113,7.4,26.5,169.8,63.1,22,None,Eating
7.4591,0,112,2,26.3,0,0,16,None,Sleeping
7.4591,194,113,6.8,29,0,45.3,24,None,Normal
7.4591,1308,125,40,30,0,0,29,High,Walking
7.4591,1346,137,41.2,32.4,0,0,33,Medium,Walking
7.4591,2277,124,69.9,35.1,0,0,36,Low,Walking
7.4591,252,113,10.5,26.3,0,54.4,24,None,Normal
7.4591,161,108,6.8,25.1,168.1,130.8,21,None,Eating
7.4591,295,108,9.8,26,0,44.7,22,Low,Normal
7.4591,0,105,2,24.6,0,0,19,None,Sleeping
7.4591,1090,131,33.5,29.3,0,0,28,Medium,Playing
7.4591,204,106,8.1,25.8,0,64.5,18,None,Normal
7.4591,0,104,1,24.7,0,0,19,None,Sleeping
7.4616,0,112,1,27,0,0,16,None,Sleeping
7.4616,0,107,3,26.4,0,0,17,None,Sleeping
7.4616,0,107,2,26.5,0,0,17,None,Sleeping
7.4616,0,106,1,25.3,0,0,20,None,Sleeping
7.4616,0,104,2,25.3,0,0,19,None,Sleeping
7.4616,0,103,2,26.5,0,0,16,None,Sleeping
7.4616,0,104,3,27.5,0,0,15,None,Sleeping
7.4616,0,106,3,26.9,0,0,16,None,Sleeping
7.4616,0,111,2,26.7,0,0,15,None,Sleeping
7.4616,0,110,1,25.3,0,0,18,None,Sleeping
7.4616,0,102,3,26.8,0,0,16,None,Sleeping
7.4616,2238,123,69.8,30.5,0,0,30,Medium,Walking
7.4616,256,108,9.6,26.6,177,154.7,18,None,Eating
7.4616,494,104,17.7,26.1,0,31.5,25,Low,Normal
7.4616,0,109,3,25.1,0,0,16,None,Sleeping
7.4616,1810,131,57,29.7,0,0,23,None,Walking
7.4616,2926,121,88.3,33.6,0,0,35,High,Walking
7.4616,467,107,16.9,27.2,0,30.8,23,Low,Normal
7.4616,1592,122,49.5,29.6,0,0,28,Medium,Playing
7.4616,114,108,5.4,27.2,120.8,43.7,16,None,Eating
7.4616,283,103,11.4,27,0,25.3,19,None,Normal
7.4616,163,112,6.9,25.8,119.2,51.5,20,None,Eating
7.4616,1231,120,39.7,32.3,0,0,26,High,Playing
7.4616,0,104,2,25.4,0,0,18,None,Sleeping
7.4638,0,112,3,24.8,0,0,15,None,Sleeping
7.4638,0,108,1,26.6,0,0,19,None,Sleeping
7.4638,0,103,3,26.2,0,0,16,None,Sleeping
7.4638,0,109,2,27,0,0,18,None,Sleeping
7.4638,0,106,2,24.7,0,0,16,None,Sleeping
7.4638,0,108,3,27.5,0,0,15,None,Sleeping
7.4638,0,104,2,25.7,0,0,15,None,Sleeping
7.4638,381,112,14.4,26.7,194.2,166.5,18,None,Eating
7.4638,2086,128,63.3,29.1,0,0,28,High,Walking
7.4638,0,103,1,24.6,0,0,19,None,Sleeping
7.4638,463,105,15.8,27.4,0,36.8,22,Low,Normal
7.4638,244,109,8.3,26.9,0,37.6,18,None,Normal
7.4638,356,110,11.6,25,0,40.3,18,None,Normal
7.4638,0,106,2,27,0,0,16,None,Sleeping
7.4638,376,113,12.2,28.5,0,14.3,25,None,Normal
7.4638,348,116,11.4,29.4,0,50,25,Low,Normal
7.4638,308,109,11.2,28.5,109.6,130.9,22,None,Eating
7.4638,428,107,13.8,27.1,0,25.6,16,None,Normal
7.4638,0,104,3,25,0,0,18,None,Sleeping
7.4638,2175,119,65.9,28.9,0,0,25,Low,Walking
7.4638,314,107,11.4,25.7,0,2.5,22,None,Normal
7.4638,1206,122,37,30,0,0,28,Low,Playing
7.4638,470,109,17,29.4,0,35.5,23,Low,Normal
7.4638,0,112,2,27.2,0,0,19,None,Sleeping
7.4621,0,104,1,27.3,0,0,17,None,Sleeping
7.4621,0,103,2,26.5,0,0,16,None,Sleeping
7.4621,0,106,3,26,0,0,17,None,Sleeping
7.4621,0,104,2,25.6,0,0,19,None,Sleeping
7.4621,0,107,3,27,0,0,20,None,Sleeping
7.4621,0,104,2,26.8,0,0,20,None,Sleeping
7.4621,0,110,3,27.3,0,0,18,None,Sleeping
7.4621,0,106,3,26.6,0,0,17,None,Sleeping
7.4621,0,111,1,26,0,0,19,None,Sleeping
7.4621,299,117,11.9,25.5,156.3,160.7,23,None,Eating
7.4621,3139,129,94.7,35.4,0,0,36,Low,Walking
7.4621,0,111,3,24.7,0,0,20,None,Sleeping
7.4621,0,112,2,25,0,0,18,None,Sleeping
7.4621,1291,127,39.5,30.4,0,0,34,High,Playing
7.4621,424,105,15.7,29,0,21.6,24,None,Normal
7.4621,565,123,19.9,30,0,0,30,High,Playing
7.4621,340,109,12.1,25.9,0,50,17,None,Normal
7.4621,312,106,10.3,25.6,192.9,117.1,22,None,Eating
7.4621,0,103,1,25.7,0,0,16,None,Sleeping
7.4621,916,116,30.3,30.6,0,0,24,High,Walking
7.4621,330,111,12.8,25.9,0,37.1,22,None,Normal
7.4621,0,112,1,26.3,0,0,15,None,Sleeping
7.4621,0,108,3,26.4,0,0,17,None,Sleeping
7.4621,0,106,3,24.6,0,0,19,None,Sleeping
7.471,0,103,3,25.5,0,0,16,None,Sleeping
7.471,0,110,2,24.8,0,0,16,None,Sleeping
7.471,0,101,3,27.2,0,0,17,None,Sleeping
7.471,0,111,2,27,0,0,19,None,Sleeping
7.471,0,110,3,26.4,0,0,15,None,Sleeping
7.471,0,108,3,26.2,0,0,16,None,Sleeping
7.471,0,103,1,26.4,0,0,18,None,Sleeping
7.471,0,104,3,25.8,0,0,17,None,Sleeping
7.471,165,111,7.9,25.8,186.8,45.5,22,None,Eating
7.471,1037,124,32,31.1,0,0,28,None,Walking
7.471,1517,123,46.3,28,0,0,28,Medium,Playing
7.471,550,109,19.4,27.5,0,6.8,19,None,Normal
7.471,0,112,3,25.1,0,0,18,None,Sleeping
7.471,333,106,13,27.9,0,7.2,21,Low,Normal
7.471,259,112,9.7,28.2,0,47.6,22,Low,Normal
7.471,695,125,22.8,30,0,0,23,Medium,Playing
7.471,257,107,10.7,28.5,206.9,71.3,20,None,Eating
7.471,329,108,12.8,28.6,0,16.7,19,Low,Normal
7.471,152,108,5.5,26.9,0,34.5,18,Low,Normal
7.471,1322,122,40.5,29.2,0,0,24,Low,Playing
7.471,3015,134,93.1,32.7,0,0,30,None,Walking
7.471,398,112,12.9,28.2,0,19.4,25,Low,Normal
7.471,0,105,1,25.7,0,0,15,None,Sleeping
7.471,0,109,2,24.6,0,0,17,None,Sleeping
7.4764,0,105,2,25.6,0,0,19,None,Sleeping
7.4764,0,106,3,27.2,0,0,15,None,Sleeping
7.4764,0,112,1,26.4,0,0,19,None,Sleeping
7.4764,0,109,3,26.8,0,0,17,None,Sleeping
7.4764,0,112,3,25.9,0,0,15,None,Sleeping
7.4764,0,113,3,26.6,0,0,18,None,Sleeping
7.4764,0,110,3,26.4,0,0,20,None,Sleeping
7.4764,0,105,2,24.9,0,0,16,None,Sleeping
7.4764,285,110,11.5,28.2,186.6,167.7,26,None,Eating
7.4764,2567,115,77.8,34.1,0,0,28,Medium,Walking
7.4764,386,102,12.5,28.4,0,33.6,23,None,Normal
7.4764,364,107,11.9,28.5,0,39.3,22,None,Normal
7.4764,1079,129,33.3,28.2,0,0,30,High,Playing
7.4764,371,109,12.1,27,0,39.5,22,None,Normal
7.4764,0,111,2,25.8,0,0,16,None,Sleeping
7.4764,819,131,27.5,29.6,0,0,33,Low,Playing
7.4764,155,104,7.6,27.4,181.5,156.3,21,None,Eating
7.4764,520,128,16.6,29.6,0,0,27,Low,Playing
7.4764,0,105,2,25.5,0,0,20,None,Sleeping
7.4764,0,102,3,26.7,0,0,16,None,Sleeping
7.4764,3078,114,93,29.1,0,0,35,High,Walking
7.4764,322,108,11.6,27.6,0,43.2,22,Low,Normal
7.4764,0,111,3,27.2,0,0,18,None,Sleeping
7.4764,0,107,2,26.5,0,0,18,None,Sleeping
7.4791,0,104,3,24.9,0,0,20,None,Sleeping
7.4791,0,112,3,27.1,0,0,20,None,Sleeping
7.4791,0,113,2,26.3,0,0,16,None,Sleeping
7.4791,0,106,3,27.3,0,0,20,None,Sleeping
7.4791,0,107,2,25.6,0,0,20,None,Sleeping
7.4791,0,109,3,25.8,0,0,17,None,Sleeping
7.4791,0,108,3,26.4,0,0,16,None,Sleeping
7.4791,0,106,3,25.9,0,0,20,None,Sleeping
7.4791,0,105,2,26.8,0,0,19,None,Sleeping
7.4791,114,111,6.4,27.5,106.8,157.3,26,None,Eating
7.4791,924,115,30.6,32.7,0,0,27,None,Walking
7.4791,0,105,1,27.2,0,0,20,None,Sleeping
7.4791,0,105,2,26.2,0,0,17,None,Sleeping
7.4791,1166,134,36.9,28.5,0,0,33,High,Playing
7.4791,0,108,3,26.3,0,0,16,None,Sleeping
7.4791,508,116,18.2,26.7,0,17.8,24,None,Normal
7.4791,0,113,1,26.2,0,0,20,None,Sleeping
7.4791,107,107,5.2,28.4,151.2,88.7,18,None,Eating
7.4791,484,109,16.5,27.8,0,7.4,19,Low,Normal
7.4791,0,110,2,25.1,0,0,15,None,Sleeping
7.4791,2158,118,67.6,29.9,0,0,26,Medium,Walking
7.4791,261,102,10.8,25.1,0,17.5,26,None,Normal
7.4791,0,105,2,26.7,0,0,19,None,Sleeping
7.4791,0,109,3,25.5,0,0,18,None,Sleeping
7.4827,0,103,1,25.3,0,0,15,None,Sleeping
7.4827,0,107,2,27.5,0,0,17,None,Sleeping
7.4827,0,109,2,26.7,0,0,18,None,Sleeping
7.4827,0,112,1,26.7,0,0,20,None,Sleeping
7.4827,0,109,3,26.5,0,0,15,None,Sleeping
7.4827,0,111,2,25.4,0,0,16,None,Sleeping
7.4827,0,107,1,25.7,0,0,15,None,Sleeping
7.4827,0,105,3,26.2,0,0,15,None,Sleeping
7.4827,0,109,1,26.5,0,0,19,None,Sleeping
7.4827,0,112,1,26.5,0,0,16,None,Sleeping
7.4827,1675,123,53.1,32,0,0,23,Low,Walking
7.4827,272,108,11.1,28.1,156,69.8,23,None,Eating
7.4827,351,111,13.5,26.7,0,46.5,23,Low,Normal
7.4827,376,111,13.3,25.9,0,15.9,21,Low,Normal
